"sql",2014,3,9033
"azure",2014,3,1150
"java",2014,2,127355
".net",2014,2,118794
"c++",2014,2,28846
"php",2014,2,22249
"sql",2014,2,15354
"javascript",2014,2,14807
"ruby-on-rails",2014,2,2618
"javascript",2014,1,228632
".net",2014,1,134605
"java",2014,1,86329
"sql",2014,1,43724
"c++",2014,1,40407
"php",2014,1,21564
"aws",2014,1,3473
"ruby-on-rails",2014,1,1724
"java",2013,12,248244
".net",2013,12,112620
"sql",2013,12,48303
"javascript",2013,12,35272
"c++",2013,12,19777
"php",2013,12,15896
"aws",2013,12,1911
"ruby-on-rails",2013,12,543
"java",2013,11,129468
".net",2013,11,85065
"javascript",2013,11,58210
"c++",2013,11,28972
"php",2013,11,28510
"sql",2013,11,6135
"ruby-on-rails",2013,11,1322
"java",2013,10,162638
".net",2013,10,160650
"php",2013,10,67766
"javascript",2013,10,38628
"c++",2013,10,35681
"sql",2013,10,33567
"ruby-on-rails",2013,10,11609
".net",2013,9,138387
"java",2013,9,114227
"c++",2013,9,48147
"sql",2013,9,35116
"javascript",2013,9,21566
"php",2013,9,19429
"ruby-on-rails",2013,9,11885
".net",2013,8,257819
"java",2013,8,105773
"javascript",2013,8,77450
"c++",2013,8,42169
"php",2013,8,20441
"sql",2013,8,19742
"azure",2013,8,1928
"java",2013,7,109440
".net",2013,7,81148
"javascript",2013,7,68525
"sql",2013,7,68371
"php",2013,7,58498
"c++",2013,7,33426
"java",2013,6,184381
".net",2013,6,133576
"javascript",2013,6,60144
"c++",2013,6,38031
"sql",2013,6,32527
"php",2013,6,8124
"ruby-on-rails",2013,6,5223
"c++",2013,5,147597
"java",2013,5,144402
".net",2013,5,134770
"php",2013,5,72528
"javascript",2013,5,70328
"sql",2013,5,15882
"azure",2013,5,2252
"ruby-on-rails",2013,5,2218
"java",2013,4,201359
"c++",2013,4,200743
".net",2013,4,195226
"php",2013,4,52834
"sql",2013,4,47718
"javascript",2013,4,45314
"ruby-on-rails",2013,4,10908
"java",2013,3,187017
"sql",2013,3,171689
".net",2013,3,169685
"c++",2013,3,75673
"php",2013,3,71031
"javascript",2013,3,52507
"ruby-on-rails",2013,3,6116
"azure",2013,3,1473
"c++",2013,2,189659
".net",2013,2,182937
"java",2013,2,143232
"php",2013,2,37696
"javascript",2013,2,15895
"sql",2013,2,7797
"ruby-on-rails",2013,2,1930
"azure",2013,2,986
".net",2013,1,233204
"java",2013,1,180003
"c++",2013,1,133223
"php",2013,1,63147
"sql",2013,1,37919
"javascript",2013,1,22105
"ruby-on-rails",2013,1,10793
"azure",2013,1,911
".net",2012,12,189287
"java",2012,12,132461
"c++",2012,12,77627
"javascript",2012,12,67001
"php",2012,12,65453
"sql",2012,12,14902
"ruby-on-rails",2012,12,5342
"java",2012,11,258274
".net",2012,11,186031
"php",2012,11,95692
"c++",2012,11,89706
"sql",2012,11,42183
"javascript",2012,11,33207
"ruby-on-rails",2012,11,1990
"azure",2012,11,559
".net",2012,10,422117
"java",2012,10,271003
"c++",2012,10,167587
"sql",2012,10,68799
"php",2012,10,56048
"javascript",2012,10,52918
"ruby-on-rails",2012,10,4659
".net",2012,9,242938
"java",2012,9,228561
"javascript",2012,9,218324
"c++",2012,9,94139
"php",2012,9,56047
"sql",2012,9,29550
"ruby-on-rails",2012,9,5215
"azure",2012,9,594
".net",2012,8,389142
"java",2012,8,234659
"c++",2012,8,142034
"javascript",2012,8,103533
"php",2012,8,60022
"sql",2012,8,45918
"ruby-on-rails",2012,8,4142
"azure",2012,8,1468
".net",2012,7,262788
"java",2012,7,200573
"sql",2012,7,178108
"javascript",2012,7,133227
"php",2012,7,96306
"c++",2012,7,64145
"ruby-on-rails",2012,7,36202
"java",2012,6,173654
"php",2012,6,104045
".net",2012,6,87851
"c++",2012,6,82883
"javascript",2012,6,58935
"sql",2012,6,39691
"ruby-on-rails",2012,6,1490
"java",2012,5,256792
"c++",2012,5,227568
"sql",2012,5,127249
"php",2012,5,104091
".net",2012,5,88306
"javascript",2012,5,71025
"ruby-on-rails",2012,5,6799
"java",2012,4,202688
".net",2012,4,201694
"c++",2012,4,127911
"sql",2012,4,84931
"javascript",2012,4,83595
"php",2012,4,75378
"ruby-on-rails",2012,4,6731
".net",2012,3,394650
"java",2012,3,192982
"javascript",2012,3,173779
"sql",2012,3,99444
"c++",2012,3,63993
"php",2012,3,57709
"ruby-on-rails",2012,3,14692
"azure",2012,3,2748
".net",2012,2,344706
"c++",2012,2,250584
"java",2012,2,179292
"php",2012,2,64509
"sql",2012,2,49680
"javascript",2012,2,39499
"ruby-on-rails",2012,2,3532
"java",2012,1,332300
".net",2012,1,286873
"c++",2012,1,117150
"sql",2012,1,107516
"javascript",2012,1,76143
"php",2012,1,60069
"ruby-on-rails",2012,1,3707
"azure",2012,1,150
"c++",2011,12,554680
".net",2011,12,464917
"java",2011,12,290925
"sql",2011,12,162993
"php",2011,12,145715
"javascript",2011,12,67703
"ruby-on-rails",2011,12,11814
".net",2011,11,554800
"java",2011,11,194972
"php",2011,11,157802
"javascript",2011,11,157623
"c++",2011,11,140917
"sql",2011,11,46960
"ruby-on-rails",2011,11,11176
"azure",2011,11,765
"c++",2011,10,330422
"java",2011,10,280145
".net",2011,10,270574
"sql",2011,10,169950
"javascript",2011,10,49732
"php",2011,10,16151
"ruby-on-rails",2011,10,1217
"java",2011,9,265543
".net",2011,9,184041
"c++",2011,9,116524
"sql",2011,9,84933
"javascript",2011,9,71668
"php",2011,9,58269
"ruby-on-rails",2011,9,451
"java",2011,8,643577
".net",2011,8,641108
"c++",2011,8,116905
"javascript",2011,8,62605
"ruby-on-rails",2011,8,43211
"sql",2011,8,32883
"php",2011,8,31004
"azure",2011,8,1012
".net",2011,7,624997
"java",2011,7,383438
"javascript",2011,7,270917
"c++",2011,7,120070
"php",2011,7,80027
"sql",2011,7,61581
"ruby-on-rails",2011,7,1024
".net",2011,6,196270
"java",2011,6,184247
"php",2011,6,116154
"c++",2011,6,105246
"sql",2011,6,59811
"javascript",2011,6,52653
"ruby-on-rails",2011,6,12943
"azure",2011,6,2149
".net",2011,5,206839
"javascript",2011,5,133585
"java",2011,5,119354
"c++",2011,5,96651
"php",2011,5,70565
"sql",2011,5,41418
"ruby-on-rails",2011,5,14579
".net",2011,4,556649
"java",2011,4,297120
"php",2011,4,155886
"c++",2011,4,85861
"sql",2011,4,83104
"javascript",2011,4,29844
"ruby-on-rails",2011,4,7688
"azure",2011,4,590
"c++",2011,3,435685
".net",2011,3,350792
"java",2011,3,218994
"php",2011,3,87270
"javascript",2011,3,39150
"sql",2011,3,36792
"ruby-on-rails",2011,3,7700
".net",2011,2,892505
"java",2011,2,242323
"c++",2011,2,154522
"javascript",2011,2,42039
"php",2011,2,42012
"sql",2011,2,39949
"ruby-on-rails",2011,2,28262
".net",2011,1,455595
"java",2011,1,193024
"c++",2011,1,123771
"javascript",2011,1,80158
"php",2011,1,21506
"ruby-on-rails",2011,1,20855
"sql",2011,1,19430
"c++",2010,12,288425
".net",2010,12,227091
"javascript",2010,12,126199
"php",2010,12,108796
"sql",2010,12,90429
"java",2010,12,83206
"ruby-on-rails",2010,12,21866
"java",2010,11,320750
".net",2010,11,124617
"c++",2010,11,117274
"php",2010,11,66583
"javascript",2010,11,11940
"sql",2010,11,9341
"ruby-on-rails",2010,11,3216
"azure",2010,11,344
".net",2010,10,55982
"java",2010,10,43783
"sql",2010,10,14575
"javascript",2010,10,6176
"php",2010,10,5057
"c++",2010,10,1764
".net",2010,9,172792
"java",2010,9,152201
"php",2010,9,18081
"sql",2010,9,13561
"c++",2010,9,3632
"javascript",2010,9,117
"ruby-on-rails",2010,9,117
"c++",2010,8,2110
".net",2010,7,19968
"java",2010,7,9984
"javascript",2009,9,2064
".net",2009,6,13137
".net",2009,5,60850
"azure",2009,4,67011
".net",2009,3,5472
".net",2009,1,6733
"javascript",2009,1,628
"java",2008,9,93928
